fold,index,true_label,pred_label
1,1,0,0.0
1,5,0,0.0
1,14,0,0.0
1,21,0,0.0
1,24,0,1.0
1,25,1,0.0
1,27,1,0.0
1,35,0,1.0
1,37,0,0.0
1,42,0,0.0
1,44,0,1.0
1,49,1,1.0
1,64,1,1.0
1,68,0,1.0
1,73,0,1.0
1,80,0,1.0
1,82,1,1.0
1,88,1,1.0
1,92,1,0.0
1,96,1,0.0
1,101,0,0.0
1,117,0,1.0
1,121,0,0.0
1,123,1,1.0
1,125,1,1.0
1,127,1,0.0
1,134,1,1.0
1,136,0,1.0
1,154,1,1.0
1,159,0,0.0
1,160,1,1.0
1,163,0,1.0
1,174,0,1.0
1,176,1,1.0
1,180,1,0.0
1,181,0,0.0
1,185,1,1.0
1,189,0,1.0
1,194,0,0.0
1,215,0,1.0
1,218,0,0.0
1,222,1,0.0
1,223,1,0.0
1,231,0,0.0
1,234,0,0.0
1,239,1,1.0
1,243,0,0.0
1,247,0,0.0
1,254,1,1.0
1,257,1,1.0
1,272,0,0.0
1,292,1,1.0
1,293,1,1.0
1,297,1,1.0
1,298,1,1.0
1,299,1,1.0
1,300,0,0.0
1,301,0,0.0
1,304,0,0.0
1,309,0,0.0
1,313,0,0.0
1,323,1,1.0
1,329,0,0.0
1,333,0,0.0
1,334,0,0.0
1,342,0,1.0
1,349,1,0.0
1,355,0,1.0
1,365,0,1.0
1,377,0,0.0
1,385,0,1.0
1,387,1,1.0
1,406,1,0.0
1,409,0,0.0
1,423,1,0.0
1,426,0,0.0
1,433,0,0.0
1,439,0,0.0
1,440,1,1.0
1,442,1,0.0
1,450,1,0.0
1,457,1,1.0
1,458,1,1.0
1,462,0,0.0
1,469,0,1.0
1,471,0,0.0
1,483,0,0.0
1,486,1,0.0
1,488,1,1.0
1,504,1,1.0
1,505,1,1.0
1,515,1,1.0
1,517,1,0.0
1,518,0,0.0
1,520,0,0.0
1,524,1,1.0
1,526,0,0.0
1,527,1,1.0
1,528,1,0.0
1,531,0,0.0
1,532,1,0.0
1,543,0,0.0
1,551,0,1.0
1,556,1,0.0
1,560,0,0.0
1,561,1,1.0
1,575,0,1.0
1,578,1,1.0
1,582,1,1.0
1,584,0,1.0
1,585,0,1.0
1,586,1,1.0
1,590,1,1.0
1,601,0,1.0
1,608,0,0.0
1,621,0,0.0
1,633,1,1.0
1,636,1,0.0
1,637,0,0.0
1,639,0,0.0
1,641,0,0.0
1,643,0,1.0
1,646,0,1.0
1,653,0,1.0
1,674,1,0.0
1,677,1,0.0
1,682,0,1.0
1,685,0,0.0
1,695,1,1.0
1,702,1,1.0
1,714,0,0.0
1,716,1,1.0
1,717,1,1.0
1,719,0,0.0
1,720,0,0.0
1,725,0,0.0
1,727,0,0.0
1,730,1,1.0
1,733,1,1.0
1,734,0,1.0
1,738,1,1.0
1,740,1,0.0
1,746,1,1.0
1,750,0,0.0
1,751,1,1.0
1,755,1,0.0
1,756,1,1.0
1,758,0,0.0
1,759,1,0.0
1,762,0,0.0
1,765,1,0.0
1,769,0,0.0
1,770,1,0.0
1,772,1,1.0
1,773,1,1.0
1,776,1,1.0
1,784,1,0.0
1,786,0,0.0
1,794,1,1.0
1,803,1,0.0
1,806,1,0.0
1,808,1,1.0
1,810,1,1.0
1,813,0,0.0
1,816,1,0.0
1,818,0,1.0
1,822,0,0.0
1,834,1,1.0
1,848,0,0.0
1,857,1,1.0
1,867,0,0.0
1,868,1,1.0
1,870,1,1.0
1,873,0,0.0
1,875,0,1.0
1,882,1,1.0
1,885,1,0.0
1,886,0,0.0
1,908,0,1.0
1,912,1,1.0
1,923,1,0.0
1,925,0,0.0
1,933,1,1.0
1,941,0,0.0
1,943,1,1.0
1,945,0,0.0
1,949,0,0.0
1,957,1,1.0
1,958,1,1.0
1,965,0,1.0
1,974,1,1.0
1,976,1,1.0
1,995,1,0.0
1,996,1,1.0
1,1000,1,1.0
1,1002,1,0.0
1,1004,1,0.0
1,1005,0,0.0
1,1015,1,1.0
1,1020,1,1.0
1,1028,1,1.0
1,1044,0,0.0
1,1045,0,1.0
1,1046,1,1.0
1,1051,0,0.0
1,1053,0,1.0
1,1055,1,0.0
1,1058,1,1.0
1,1072,1,1.0
1,1074,1,1.0
1,1083,1,1.0
1,1084,1,0.0
1,1089,1,0.0
1,1095,0,0.0
1,1097,0,0.0
1,1100,1,0.0
1,1110,1,1.0
1,1112,1,0.0
1,1114,0,0.0
1,1119,0,0.0
1,1120,1,1.0
1,1128,0,0.0
1,1130,1,1.0
1,1133,1,0.0
1,1136,0,0.0
1,1142,0,0.0
1,1152,0,0.0
1,1153,1,0.0
1,1155,1,1.0
1,1158,0,1.0
1,1160,1,1.0
1,1164,1,1.0
1,1167,0,0.0
1,1173,0,0.0
1,1175,1,0.0
1,1181,0,1.0
1,1187,1,1.0
1,1188,1,0.0
1,1194,1,1.0
1,1201,1,0.0
1,1204,1,1.0
1,1214,1,1.0
1,1216,1,1.0
1,1220,0,1.0
1,1224,0,1.0
1,1225,1,1.0
1,1238,1,1.0
1,1239,0,0.0
1,1243,1,1.0
1,1248,1,1.0
1,1254,1,0.0
1,1256,1,0.0
1,1270,0,1.0
1,1272,1,1.0
1,1282,1,1.0
1,1284,0,1.0
1,1286,0,0.0
1,1288,0,0.0
1,1292,0,0.0
1,1296,1,0.0
1,1298,0,0.0
1,1303,0,1.0
1,1307,0,0.0
1,1312,1,1.0
1,1315,1,1.0
1,1329,1,0.0
1,1332,0,0.0
1,1333,0,0.0
1,1334,1,1.0
1,1335,0,0.0
1,1338,0,1.0
1,1349,0,1.0
1,1350,1,1.0
1,1351,1,0.0
1,1353,1,1.0
1,1362,0,0.0
1,1366,1,0.0
1,1369,1,1.0
1,1373,0,0.0
1,1382,0,1.0
1,1390,0,1.0
1,1392,0,0.0
1,1393,1,0.0
1,1398,0,0.0
1,1406,1,1.0
1,1408,1,0.0
1,1416,0,0.0
1,1419,1,1.0
1,1420,1,1.0
1,1425,1,1.0
1,1426,0,0.0
1,1428,0,1.0
1,1429,1,0.0
1,1437,1,1.0
1,1439,1,1.0
1,1448,0,1.0
1,1455,0,1.0
1,1460,0,1.0
1,1461,1,1.0
1,1464,0,0.0
1,1466,0,0.0
1,1471,0,1.0
1,1481,0,0.0
1,1483,0,0.0
1,1486,0,0.0
1,1493,0,0.0
1,1499,0,0.0
1,1503,0,0.0
1,1505,0,0.0
1,1508,1,0.0
1,1521,0,1.0
1,1540,0,0.0
1,1543,0,1.0
1,1544,0,0.0
1,1546,0,0.0
1,1554,0,1.0
1,1559,0,0.0
1,1561,0,1.0
1,1567,0,0.0
1,1568,0,0.0
1,1595,0,0.0
1,1605,1,1.0
1,1608,1,0.0
1,1611,1,1.0
1,1613,1,0.0
1,1614,0,1.0
1,1627,1,1.0
1,1632,0,0.0
1,1636,0,1.0
1,1652,1,1.0
1,1670,1,1.0
1,1671,0,1.0
1,1672,0,0.0
1,1678,0,0.0
1,1682,0,0.0
1,1684,0,1.0
1,1686,1,1.0
1,1688,1,1.0
1,1699,1,1.0
1,1700,1,1.0
1,1702,0,0.0
1,1717,1,0.0
1,1719,1,1.0
1,1725,0,0.0
1,1727,1,0.0
1,1733,0,0.0
1,1735,1,1.0
1,1737,1,1.0
1,1739,1,1.0
1,1740,1,0.0
1,1741,0,0.0
1,1747,1,1.0
1,1756,1,0.0
1,1757,0,1.0
1,1761,0,1.0
1,1784,0,0.0
1,1786,0,0.0
1,1794,1,1.0
1,1802,0,0.0
1,1810,1,1.0
1,1813,0,0.0
1,1814,1,0.0
1,1818,0,0.0
1,1826,1,1.0
1,1828,0,0.0
1,1830,1,1.0
1,1838,0,0.0
1,1841,1,1.0
1,1846,0,0.0
1,1849,0,0.0
1,1852,0,0.0
1,1854,1,0.0
1,1858,0,1.0
1,1860,0,0.0
1,1862,0,0.0
1,1874,1,0.0
1,1881,0,0.0
1,1885,0,0.0
1,1895,0,0.0
1,1898,0,0.0
1,1902,1,1.0
1,1903,0,1.0
1,1904,0,0.0
1,1912,1,0.0
1,1921,1,1.0
1,1930,1,1.0
1,1936,1,1.0
1,1950,0,0.0
1,1951,1,1.0
1,1960,1,0.0
1,1966,1,1.0
1,1969,0,0.0
1,1976,1,0.0
1,1981,1,1.0
1,1983,1,0.0
1,1985,1,1.0
1,1994,0,1.0
1,1996,0,0.0
1,1998,0,1.0
1,1999,1,1.0
2,9,0,0.0
2,13,0,0.0
2,16,0,1.0
2,28,0,0.0
2,41,1,0.0
2,46,1,1.0
2,50,1,1.0
2,53,0,1.0
2,55,1,1.0
2,58,0,0.0
2,61,1,0.0
2,62,0,0.0
2,71,0,0.0
2,74,0,0.0
2,78,0,1.0
2,81,1,1.0
2,83,0,1.0
2,87,1,1.0
2,95,1,1.0
2,97,1,1.0
2,100,0,0.0
2,102,0,0.0
2,103,0,1.0
2,107,1,1.0
2,108,1,1.0
2,120,1,1.0
2,129,1,1.0
2,131,0,1.0
2,132,1,1.0
2,133,0,0.0
2,138,0,0.0
2,139,1,0.0
2,145,0,0.0
2,151,0,0.0
2,167,1,0.0
2,170,0,0.0
2,171,1,1.0
2,172,0,1.0
2,175,0,0.0
2,178,1,1.0
2,184,1,1.0
2,187,1,1.0
2,190,0,0.0
2,202,1,1.0
2,203,1,1.0
2,211,1,1.0
2,213,0,0.0
2,221,0,0.0
2,227,1,0.0
2,229,1,0.0
2,236,0,1.0
2,248,0,1.0
2,249,0,0.0
2,252,0,0.0
2,259,0,1.0
2,261,1,0.0
2,265,0,0.0
2,268,1,1.0
2,269,1,1.0
2,273,0,1.0
2,277,0,1.0
2,287,1,0.0
2,294,0,0.0
2,296,1,1.0
2,303,1,1.0
2,305,0,0.0
2,307,0,0.0
2,310,1,1.0
2,315,1,1.0
2,320,1,1.0
2,325,0,0.0
2,326,0,0.0
2,332,0,0.0
2,337,0,1.0
2,344,1,1.0
2,346,0,0.0
2,353,0,0.0
2,357,0,0.0
2,359,0,0.0
2,361,0,0.0
2,364,0,1.0
2,373,1,1.0
2,379,1,1.0
2,380,0,1.0
2,381,0,0.0
2,382,1,1.0
2,383,1,1.0
2,386,0,1.0
2,391,1,1.0
2,392,1,0.0
