feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
0.4697265625,0.208984375,0.31689453125,0.162109375,0.39501953125,0.34716796875,0.4248046875,0.27685546875,0.34716796875,1
0.154296875,0.2373046875,0.24755859375,0.08447265625,0.24755859375,0.271484375,0.0869140625,0.39599609375,0.154296875,0
0.27685546875,0.19384765625,0.3330078125,0.25927734375,0.25927734375,0.3642578125,0.27685546875,0.38232421875,0.17919921875,1
0.22802734375,0.162109375,0.38232421875,0.31689453125,0.25927734375,0.39501953125,0.298828125,0.34716796875,0.3330078125,1
0.0869140625,0.181640625,0.34228515625,0.189453125,0.1845703125,0.27587890625,0.27587890625,0.181640625,0.05859375,0
0.2373046875,0.2373046875,0.34228515625,0.158203125,0.2373046875,0.0927734375,0.11376953125,0.3095703125,0.1982421875,0
0.25,0.123046875,0.1435546875,0.24755859375,0.1845703125,0.33251953125,0.34228515625,0.21337890625,0.3095703125,0
0.189453125,0.123046875,0.0927734375,0.33251953125,0.08447265625,0.05859375,0.1435546875,0.41015625,0.27587890625,0
0.123046875,0.185546875,0.11376953125,0.2236328125,0.154296875,0.27587890625,0.1435546875,0.123046875,0.27587890625,0
0.1435546875,0.3095703125,0.1142578125,0.189453125,0.08447265625,0.05859375,0.24755859375,0.185546875,0.181640625,0
0.34716796875,0.310546875,0.1962890625,0.271484375,0.1259765625,0.38232421875,0.1259765625,0.1259765625,0.21923828125,1
0.39599609375,0.0927734375,0.24755859375,0.2236328125,0.158203125,0.18359375,0.1435546875,0.33251953125,0.0869140625,0
0.18359375,0.08447265625,0.1435546875,0.3095703125,0.17333984375,0.2236328125,0.271484375,0.25,0.08447265625,0
0.271484375,0.154296875,0.2373046875,0.0869140625,0.05859375,0.1982421875,0.08447265625,0.41015625,0.26416015625,0
0.21337890625,0.18359375,0.0927734375,0.0927734375,0.158203125,0.2373046875,0.1435546875,0.39599609375,0.0869140625,0
0.3466796875,0.4248046875,0.1259765625,0.39208984375,0.34716796875,0.1259765625,0.34716796875,0.271484375,0.4697265625,1
0.154296875,0.33251953125,0.185546875,0.21337890625,0.3095703125,0.2373046875,0.1845703125,0.3095703125,0.24755859375,0
0.22802734375,0.1162109375,0.4453125,0.3466796875,0.1259765625,0.17919921875,0.27685546875,0.19384765625,0.146484375,1
0.41015625,0.181640625,0.123046875,0.1435546875,0.123046875,0.1142578125,0.17333984375,0.26416015625,0.154296875,0
0.3642578125,0.3642578125,0.146484375,0.26806640625,0.27685546875,0.39208984375,0.146484375,0.31689453125,0.26806640625,1
0.18359375,0.1142578125,0.185546875,0.0927734375,0.388671875,0.3095703125,0.185546875,0.271484375,0.189453125,0
0.08447265625,0.08447265625,0.2236328125,0.39599609375,0.2236328125,0.27587890625,0.185546875,0.2236328125,0.1435546875,0
0.21630859375,0.3466796875,0.25927734375,0.39208984375,0.22802734375,0.208984375,0.4697265625,0.1162109375,0.27685546875,1
0.21630859375,0.271484375,0.310546875,0.208984375,0.271484375,0.38232421875,0.310546875,0.146484375,0.1259765625,1
0.17333984375,0.3095703125,0.41015625,0.39599609375,0.388671875,0.21337890625,0.2373046875,0.21337890625,0.3095703125,0
0.298828125,0.1259765625,0.19384765625,0.21923828125,0.21630859375,0.34716796875,0.146484375,0.146484375,0.31689453125,1
0.4453125,0.4453125,0.4697265625,0.31689453125,0.19384765625,0.22802734375,0.38232421875,0.3330078125,0.31689453125,1
0.31689453125,0.16259765625,0.27783203125,0.146484375,0.1962890625,0.146484375,0.16259765625,0.3330078125,0.1162109375,1
0.1845703125,0.154296875,0.158203125,0.26416015625,0.25,0.33251953125,0.185546875,0.21337890625,0.154296875,0
0.18359375,0.158203125,0.271484375,0.34228515625,0.158203125,0.25,0.1982421875,0.25,0.11376953125,0
0.1162109375,0.19384765625,0.39501953125,0.16259765625,0.31689453125,0.31689453125,0.4248046875,0.22802734375,0.27783203125,1
0.25,0.41015625,0.123046875,0.181640625,0.08447265625,0.2373046875,0.08447265625,0.2373046875,0.2236328125,0
0.1435546875,0.3095703125,0.26416015625,0.08447265625,0.189453125,0.18359375,0.08447265625,0.3095703125,0.1435546875,0
0.2578125,0.1259765625,0.310546875,0.298828125,0.1259765625,0.3642578125,0.3466796875,0.1259765625,0.208984375,1
0.39208984375,0.34716796875,0.310546875,0.1162109375,0.208984375,0.3466796875,0.17919921875,0.162109375,0.3330078125,1
0.21337890625,0.158203125,0.18359375,0.1845703125,0.24755859375,0.17333984375,0.05859375,0.33251953125,0.3095703125,0
0.298828125,0.19384765625,0.25927734375,0.19384765625,0.2578125,0.39208984375,0.162109375,0.2578125,0.22802734375,1
0.1845703125,0.271484375,0.154296875,0.21337890625,0.123046875,0.123046875,0.181640625,0.271484375,0.181640625,0
0.1845703125,0.1982421875,0.189453125,0.34228515625,0.0869140625,0.2373046875,0.181640625,0.26416015625,0.0927734375,0
0.11376953125,0.27587890625,0.2373046875,0.3095703125,0.25,0.3095703125,0.11376953125,0.34228515625,0.21337890625,0
0.41015625,0.25,0.26416015625,0.154296875,0.41015625,0.05859375,0.18359375,0.21337890625,0.34228515625,0
0.3642578125,0.27783203125,0.21630859375,0.25927734375,0.271484375,0.3642578125,0.208984375,0.208984375,0.4248046875,1
0.2236328125,0.27587890625,0.2236328125,0.24755859375,0.1982421875,0.388671875,0.3095703125,0.34228515625,0.1142578125,0
0.4697265625,0.1259765625,0.4248046875,0.17919921875,0.2578125,0.4697265625,0.162109375,0.31689453125,0.271484375,1
0.181640625,0.33251953125,0.271484375,0.3095703125,0.2373046875,0.11376953125,0.1982421875,0.33251953125,0.27587890625,0
0.1162109375,0.3466796875,0.1162109375,0.16259765625,0.26806640625,0.31689453125,0.39501953125,0.162109375,0.19384765625,1
0.17919921875,0.162109375,0.146484375,0.1162109375,0.4697265625,0.27685546875,0.16259765625,0.3330078125,0.2578125,1
